	N	N_genus
1235.sp0715	341572.0	1128.0
1235.sp1582	248391.0	7.0
1235.sp1547	200521.0	15.0
1235.sp0370	1946529.0	17.0
1235.sp1409	201169.0	906.0
1235.sp1142	217391.0	44.0
1235.sp1149	246093.0	122.0
1235.sp1648	253850.0	4.0
1235.sp1019	128810.0	2.0
1235.sp1926	366116.0	3.0
1235.sp1286	234214.0	15.0
1235.sp1021	137785.0	2.0
1235.sp1151	244075.0	35.0
1235.sp1550	348601.0	3.0
1235.sp0736	317103.0	207.0
1235.sp1035	204650.0	1.0
1235.sp1155	281062.0	13.0
1235.sp0727	287829.0	535.0
1235.sp1314	234778.0	129.0
1235.sp1642	257323.0	64.0
1235.sp1140	275401.0	13.0
1235.sp1279	262346.0	25.0
1235.sp1936	243009.0	4.0
1235.sp1158	355466.0	68.0
1235.sp1927	309116.0	35.0
1235.sp0731	346274.0	33.0
1235.sp0192	191606.0	21.0
1235.sp1147	246765.0	22.0
1235.sp1278	349433.0	2.0
1235.sp1597	258297.0	16.0
1235.sp1557	239863.0	1.0
1235.sp0706	329608.0	3.0
1235.sp1347	215762.0	93.0
1235.sp1011	96816.0	4.0
1235.sp1010	200354.0	1.0
1235.sp1310	219240.0	101.0
1235.sp1588	190635.0	45.0
1235.sp1644	215892.0	80.0
1235.sp1268	188850.0	4.0
1235.sp1645	181447.0	48.0
1235.sp1402	233927.0	21.0
1235.sp1626	292942.0	30.0
1235.sp1566	229444.0	5.0
1235.sp0339	189625.0	15.0
1235.sp1616	222363.0	12.0
1235.sp1640	203152.0	9.0
1235.sp0755	273532.0	94.0
1235.sp1309	199887.0	17.0
1235.sp1598	181867.0	75.0
1235.sp1087	256806.0	1.0
1235.sp1342	155635.0	4.0
1235.sp1344	202557.0	463.0
1235.sp1934	210130.0	6.0
1235.sp1546	273528.0	3.0
1235.sp0703	353577.0	317.0
1235.sp1284	397016.0	5.0
1235.sp1590	201117.0	47.0
1235.sp1944	281037.0	9.0
1235.sp0702	277860.0	18.0
1235.sp1163	286408.0	124.0
1235.sp1526	303483.0	11.0
1235.sp0325	193993.0	1.0
1235.sp1020	193898.0	2.0
1235.sp1579	239888.0	5.0
1235.sp0351	371216.0	1.0
1235.sp0193	257307.0	183.0
1235.sp1345	231250.0	6.0
1235.sp1565	309363.0	10.0
1235.sp1276	183258.0	10.0
1235.sp1591	265868.0	6.0
1235.sp1261	243946.0	4.0
1235.sp0200	318380.0	7.0
1235.sp1407	244924.0	183.0
1235.sp1631	141296.0	34.0
1235.sp1612	265908.0	1.0
1235.sp1601	289297.0	3.0
1235.sp1611	266850.0	8.0
1235.sp1641	213765.0	331.0
1235.sp1928	218197.0	3.0
1235.sp0733	379638.0	679.0
1235.sp1527	185621.0	13.0
1235.sp0769	136387.0	2.0
1235.sp1083	207820.0	1.0
1235.sp1299	196989.0	86.0
1235.sp0758	269444.0	56.0
1235.sp1932	213997.0	4.0
1235.sp1599	220849.0	13.0
1235.sp1580	253286.0	4.0
1235.sp1014	16802.0	1.0
1235.sp1390	124169.0	33.0
1235.sp1632	289531.0	14.0
1235.sp1620	279249.0	13.0
1235.sp0701	309632.0	1.0
1235.sp0734	237894.0	415.0
1235.sp0739	325183.0	50.0
1235.sp1376	388499.0	9.0
1235.sp1013	211937.0	1.0
1235.sp1341	246468.0	135.0
1235.sp0756	261645.0	103.0
1235.sp1585	193572.0	48.0
1235.sp1275	347077.0	2.0
1235.sp0742	384571.0	47.0
1235.sp1273	254862.0	3.0
1235.sp1315	276712.0	70.0
1235.sp1098	222004.0	1.0
1632.E3F07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	103717.0	12.0
1632.E6D09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	76862.0	7.0
1632.E5B08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	105677.0	65.0
1632.E5A09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	25.0	1.0
1632.E6E01.r.EMPbird.v4.NoIndex.L001	86356.0	92.0
1632.E5C10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	104660.0	1745.0
1632.E4H12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	120023.0	47.0
1632.JB1.B11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	32563.0	4.0
1632.E4A12.r.EMPbird.v4.NoIndex.L001	64921.0	222.0
1632.E3B11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	134280.0	405.0
1632.E4F11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	152408.0	2720.0
1632.E5H07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	152266.0	9783.0
1632.E5D10.r.EMPbird.v4.NoIndex.L001	73302.0	22.0
1632.E5B07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	86623.0	27.0
1632.E4A11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	106497.0	8406.0
1632.E5F12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	94449.0	2.0
1632.E3E06.r.EMPbird.v4.NoIndex.L001	81963.0	22.0
1632.E4D05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	148809.0	481.0
1632.E1C01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	67526.0	27.0
1632.E3G12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	97313.0	162.0
1632.E4E07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	128329.0	19349.0
1632.E3D05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	167831.0	15.0
1632.E6A04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	110439.0	11.0
1632.E2B09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	96312.0	2.0
1632.E3E11.r.EMPbird.v4.NoIndex.L001	88885.0	61.0
1632.E2E03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	196571.0	5.0
1632.E2G07.r.EMPbird.v4.NoIndex.L001	63155.0	13.0
1632.E3F05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	127728.0	10.0
1632.E6A10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	124284.0	8.0
1632.E3E08.r.EMPbird.v4.NoIndex.L001	79746.0	2500.0
1632.E5A11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	89311.0	313.0
1632.E5F05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	127664.0	588.0
1632.E2G08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	191500.0	128.0
1632.E1H11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	172689.0	1.0
1632.E2G01.r.EMPbird.v4.NoIndex.L001	128476.0	6.0
1632.E2C09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	111268.0	1.0
1632.E6B01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	108576.0	532.0
1632.E4G02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	100318.0	78.0
1632.E3A11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	109456.0	143.0
1632.E3F04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	150739.0	2.0
1632.E1A08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	67293.0	533.0
1632.E4D02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	135388.0	43.0
1632.E3A09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	159823.0	253.0
1632.E2F02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	59964.0	3.0
1632.E5D02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	85629.0	3.0
1632.E2C03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	123698.0	1.0
1632.E1A03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	17128.0	200.0
1632.E3A01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	139577.0	746.0
1632.E2D10.r.EMPbird.v4.NoIndex.L001	69616.0	5.0
1632.E5B09.r.EMPbird.v4.NoIndex.L001	72379.0	235.0
1632.E5D08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	126513.0	70.0
1632.E3C10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	116407.0	51.0
1632.E5F01.r.EMPbird.v4.NoIndex.L001	91107.0	44.0
1632.E1H08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	164783.0	16232.0
1632.E5A04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	103914.0	15.0
1632.E4B10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	103907.0	3.0
1632.E6C02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	159384.0	336.0
1632.E6F08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	81432.0	64.0
1632.E1E07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	198154.0	34.0
1632.E5B06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	101294.0	44.0
1632.E4B02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	89335.0	1237.0
1632.E1C04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	99037.0	40.0
1632.E5C03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	107843.0	9824.0
1632.E3B04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	128804.0	3.0
1632.E1F03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	156302.0	2.0
1632.E4C08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	131440.0	26257.0
1632.E5C02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	100376.0	24.0
1632.E5E03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	88415.0	57.0
1632.E5H01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	106028.0	394.0
1632.E1E06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	135675.0	5.0
1632.E5H02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	93383.0	5.0
1632.E4A09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	92995.0	14904.0
1632.E4A03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	166072.0	4009.0
1632.E5A06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	117852.0	303.0
1632.E4E09.r.EMPbird.v4.NoIndex.L001	63129.0	3.0
1632.E3G04.r.EMPbird.v4.NoIndex.L001	76799.0	8.0
1632.E3D01.r.EMPbird.v4.NoIndex.L001	60759.0	190.0
1632.E1D05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	221451.0	23.0
1632.E3H08.r.EMPbird.v4.NoIndex.L001	89733.0	1254.0
1632.E5H03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	139628.0	1508.0
1632.E6A09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	98601.0	7538.0
1632.E6H09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	259451.0	2666.0
1632.E3D11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	112423.0	153.0
1632.E3C07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	104634.0	91.0
1632.E1E08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	78590.0	16.0
1632.E1A10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	4.0	1.0
1632.E4F05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	154929.0	349.0
1632.E4C01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	107925.0	158.0
1632.E6F02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	130490.0	523.0
1632.E2F01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	58865.0	1.0
1632.E5A09.r.EMPbird.v4.NoIndex.L001	88691.0	73.0
1632.E5H06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	109112.0	1142.0
1632.E4E01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	87967.0	1.0
1632.E4G12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	114266.0	1514.0
1632.E1G06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	130193.0	15.0
1632.E1D06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	104808.0	34.0
1632.E4A10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	127277.0	6189.0
1632.E1C02.r.EMPbird.v4.NoIndex.L001	23678.0	32.0
1632.E4F01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	148385.0	21.0
1632.E3D02.r.EMPbird.v4.NoIndex.L001	96330.0	31.0
1632.E1F05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	292690.0	67.0
1632.E3A02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	108654.0	41.0
1632.E4A05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	136309.0	6095.0
1632.E6G06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	170193.0	5819.0
1632.E2E07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	91302.0	1.0
1632.E4H04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	88133.0	106.0
1632.E2C05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	70418.0	2.0
1632.E5E08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	135537.0	3219.0
1632.E6A08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	101442.0	351.0
1632.E2G11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	119522.0	87.0
1632.E6H07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	197127.0	339.0
1632.E4F09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	106058.0	4.0
1632.E4B01.r.EMPbird.v4.NoIndex.L001	76106.0	783.0
1632.E2E09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	150863.0	14.0
1632.E3F09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	136492.0	1987.0
1632.E2A10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	119139.0	12.0
1632.E2D07.r.EMPbird.v4.NoIndex.L001	55295.0	7.0
1632.E3A07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	112728.0	312.0
1632.E3F08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	136711.0	592.0
1632.E4B11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	98319.0	879.0
1632.E3C12.r.EMPbird.v4.NoIndex.L001	86903.0	828.0
1632.E2D12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	168409.0	137.0
1632.E3C06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	116003.0	685.0
1632.E3C08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	136851.0	2741.0
1632.E4F04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	132760.0	10173.0
1632.E4G08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	142982.0	33268.0
1632.E1A02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	66893.0	52.0
1632.E3A10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	111483.0	393.0
1632.E4E03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	126671.0	10.0
1632.E6G03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	59828.0	8.0
1632.E5D07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	127933.0	2606.0
1632.E2H08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	268758.0	6.0
1632.E6B06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	119926.0	1.0
1632.E4C11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	108003.0	1729.0
1632.E3D10.r.EMPbird.v4.NoIndex.L001	69097.0	427.0
1632.E1E03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	145611.0	1.0
1632.E4H11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	129193.0	77.0
1632.E2E02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	80157.0	60.0
1632.E3F03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	135661.0	7.0
1632.E6F07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	94855.0	14.0
1632.E2H09.r.EMPbird.v4.NoIndex.L001	65021.0	3.0
1632.E2E11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	104270.0	10.0
1632.E2B07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	54681.0	12.0
1632.E3B03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	15941.0	1.0
1632.E2E05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	161818.0	108.0
1632.E3B05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	125554.0	27.0
1632.E1H12.r.EMPbird.v4.NoIndex.L001	10606.0	2.0
1632.E4H02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	108163.0	5473.0
1632.E4A02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	143278.0	13.0
1632.E6G01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	162506.0	2456.0
1632.E2G12.r.EMPbird.v4.NoIndex.L001	84865.0	12.0
1632.E3A03.r.EMPbird.v4.NoIndex.L001	74886.0	1.0
1632.E2C02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	81944.0	1.0
1632.E5B03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	90106.0	14.0
1632.E3D12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	123388.0	706.0
1632.E4G11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	115053.0	1250.0
1632.E2B12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	90830.0	6.0
1632.E6E03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	135239.0	3311.0
1632.E6B09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	80706.0	7459.0
1632.E5G07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	141834.0	36.0
1632.E6B04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	105769.0	422.0
1632.E4C04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	121521.0	1338.0
1632.E4E02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	159216.0	100.0
1632.E4C07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	141925.0	30001.0
1632.E4F03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	129096.0	210.0
1632.E3E05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	138001.0	32.0
1632.E4E05.r.EMPbird.v4.NoIndex.L001	69218.0	244.0
1632.E3G11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	207.0	1.0
1632.E6D01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	87134.0	1457.0
1632.E4G01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	118204.0	28.0
1632.E3G10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	104119.0	2553.0
1632.E4D06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	163053.0	19765.0
1632.E2F06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	96000.0	1.0
1632.E1D10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	27995.0	96.0
1632.E1G09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	336727.0	553.0
1632.E4B03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	125609.0	259.0
1632.E5B04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	90498.0	2141.0
1632.E4F08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	117500.0	15922.0
1632.E4B05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	116208.0	845.0
1632.E2B02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	78578.0	3.0
1632.E5F01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	13.0	2.0
1632.E1F07.r.EMPbird.v4.NoIndex.L001	12055.0	28.0
1632.E6H05.r.EMPbird.v4.NoIndex.L001	74992.0	3.0
1632.E3D04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	106022.0	70.0
1632.E3E02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	105310.0	4.0
1632.E6E09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	106194.0	1448.0
1632.E3G09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	148546.0	8.0
1632.E3B10.r.EMPbird.v4.NoIndex.L001	75710.0	187.0
1632.E3G05.r.EMPbird.v4.NoIndex.L001	72818.0	50.0
1632.E6C09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	87122.0	2162.0
1632.E2B06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	127605.0	1.0
1632.E4D03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	147751.0	175.0
1632.E4H09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	90128.0	1900.0
1632.E1F11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	63792.0	38.0
1632.E1G01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	113759.0	80.0
1632.E3C09.r.EMPbird.v4.NoIndex.L001	111346.0	225.0
1632.E1A04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	72464.0	5.0
1632.E5G08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	107843.0	91.0
1632.E4B12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	79692.0	761.0
1632.E1D09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	139159.0	24303.0
1632.E1A11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	38008.0	2.0
1632.E2C04.r.EMPbird.v4.NoIndex.L001	20416.0	2.0
1632.E5H04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	76375.0	31.0
1632.E6D02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	121950.0	625.0
1632.E1H10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	31585.0	1.0
1632.E1C06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	55831.0	64.0
1632.E6B08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	156651.0	1767.0
1632.E6A01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	105545.0	289.0
1632.E4G07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	107192.0	8442.0
1632.E2C08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	126579.0	27.0
1632.E3G01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	178987.0	466.0
1632.E4G05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	182922.0	118.0
1632.E3H09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	146781.0	795.0
1632.E5F11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	109924.0	84.0
1632.E3G08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	144125.0	241.0
1632.E3D06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	108010.0	14.0
1632.E5A01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	102835.0	54.0
1632.E5A10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	114341.0	6545.0
1632.E3B08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	110459.0	131.0
1632.E1C03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	111653.0	3.0
1632.E6A05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	93248.0	18.0
1632.E6C01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	102189.0	43.0
1632.E6D08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	143.0	16.0
1632.E2C10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	102525.0	17.0
1632.E1B02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	21452.0	130.0
1632.E3G11.r.EMPbird.v4.NoIndex.L001	82918.0	19.0
1632.E6F05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	107403.0	1.0
1632.E4D10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	95728.0	99.0
1632.E2C11.r.EMPbird.v4.NoIndex.L001	74984.0	5.0
1632.E1B12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	62831.0	418.0
1632.E3H05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	134683.0	223.0
1632.E1D02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	72766.0	3.0
1632.E2H03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	335973.0	33.0
1632.E2E12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	180031.0	1.0
1632.E4F06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	131990.0	1335.0
1632.E1C10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	63830.0	2.0
